Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility
110,0,22.76,49.52666667,21.2,48.8,24.79,40.96666667,21.83,38.41,21,49.73,10.46333333,32.49,21.39,33.378,24.2,40.93,21.1,42.65666667,8.633333333,748.5166667,81.83333333,2.833333333,38.16666667
60,10,20.29,38.09666667,18.2,39.62666667,20.7,39.73,19.89,36.7,18,51.59,-0.666666667,83.83333333,19.5,37.88,21.1,43.43333333,18.1,41.9,-0.6,755.9666667,95.66666667,1.666666667,62.33333333
270,10,21.63333333,37.36333333,20.79,36.63333333,25.32333333,39.26,20,37.4,20.23,83.46666667,13.23333333,1,19.39,31.7,22.03333333,39.9,19.445,39.4,9.666666667,759.4,67.16666667,1.333333333,37
70,10,20.89,38.79,18.1,42.62666667,22.1,36.43333333,21.52857143,35.4,19.89,47.73333333,5.5,48.06,20.2,31.5,22,42.93,20.26,40.5,5.35,764.3,94.16666667,2,23.5
50,0,21.29,46.26666667,20.46333333,45.2,21.98777778,44.21277778,19.92666667,46.7,18.7,63.76555556,9.1,98.59,18.5,42.89111111,20.775,54.01722222,18.6,50.43333333,8.783333333,763.6,99,4,31.66666667
100,20,22.79,44.76,21.66666667,43.56,23.13333333,40.79,22.32333333,43.33333333,21.16,48.636,13.92666667,23.36666667,22,37.7,23.89,43.254,20.9175,41.97,13.8,750.4,83,0,40
50,0,22.89,33,22.79,30.29,22.39,35.79,22.89,33.236,19.89,39.53,15.56666667,1,22.45285714,26.48428571,22.5,33.73,20.29,35.2,14.76666667,766.1333333,39,6.666666667,35.66666667
70,0,24.7,33.43333333,25.2,30.5,24.2,36,24,34.82666667,20.29,44.62666667,24.254,1,23.89,31.79,23.7,36.76,21.5,38.56,22.4,752.9,36,5,40
260,0,21.5,40.1,19.92666667,38.33333333,22.82333333,38.96666667,18.39,34.52666667,17.39,49.29,5.8,75.69,18.6,29.59666667,20.1,36.56,17.79,37.52666667,4.416666667,749.3666667,74.83333333,3,40
180,0,22,42.56,20.46333333,44.33333333,23.89,39.03,21.6,40.36857143,20.76,48.63333333,11.12666667,41.22333333,21.14,36.29,22.79,45.62666667,21.03333333,44.63333333,9.3,745.75,86,5,24
90,0,21.03333333,39.03,19.56666667,40.5,21.85666667,37.33333333,20.6,36.4,19.29,46.09,11.8,21.42666667,20.1,34,21.5,40.06666667,19.39,37.86333333,9.4,756.1,66,4,63
180,10,21.92666667,44.76333333,20.29,43.19333333,23,38.4,20.35666667,42.73,19.89,49.79,13.8225,34.1475,20.92666667,36.96666667,23.65,44.95,19.89,41.5,13.23333333,750.4666667,67.66666667,5.666666667,40
50,0,22.39,39.32666667,19.29,43.96,23.13333333,39.2,19.7,40.2,20,49.62666667,6.366666667,71.3,21.03333333,41.03,22.79,47.2,20.2,43.93333333,6.3,750.6,88,7,40
390,20,22.1,48.12666667,20.56666667,44.76666667,24.6,41.13333333,21.1,38.86333333,20.2,49.536,12.62571429,9.697142857,21.89,33.254,23.945,38.045,20.6,40.06,11.1,753.2,64,4,40
60,0,22.56666667,39.06,20.23,40.03,24.92666667,36.4,22.39,35.334,20.96333333,55.66333333,7.56,50.53333333,21.5,32.56428571,23.53333333,46.15666667,20.5,39.59,8.3,757,81.66666667,5,31.33333333
70,0,21.42666667,37.43333333,18.03333333,42.9,23.26,37.79,20,39.29,19.39,46.7,4.889090909,71.66272727,20.7,37.9,22.2,43.09,19.79,42.5,5.75,756.75,82.33333333,4.833333333,24.5
50,0,22.03333333,39.09,19.63333333,41.96333333,24.29,36.32666667,21.89,35.29,20.6,47.9,7.396666667,39.43333333,21.2,31.72571429,22.89,44.334,20.63333333,41.2,5.966666667,756.4666667,85.33333333,4,40
30,0,21.1,39.76,19.2,42.32666667,21.89,37.82666667,21.2,37.32666667,19.29,47.2,11.13,27.82666667,20.2,35,21.76,40.66333333,19.46333333,39.16333333,8.683333333,756.8666667,65.66666667,4,28.33333333
390,0,19.89,34.96666667,19.2,32.46666667,20.53,35.19666667,19.46333333,32.09,17.1,48.76,5.03,32.83,20.23,27.2,20.66666667,34.12666667,18.2,39.9,4.966666667,762.7,53.66666667,7,27.66666667
190,0,20.7,41.3425,19.39,39.4,21.39,39.96333333,19.26,38.79,18.39,50.16944444,5.433333333,89.53333333,19.68833333,33.42166667,22.65,41.025,18.66666667,40.1,5.3,741.5333333,68.33333333,5.333333333,40
100,0,20.5,34.95,19.26,34.59,20.02,37.816,19.6,33.93333333,17.79,44.75142857,2.663333333,71.36,19.42666667,26.63333333,21.13333333,33.79,18,38.03,3.133333333,758.8333333,68,1.333333333,23.66666667
50,0,20,39.52666667,18.2,36.7,20.29,34.93333333,19.39,33,17.7,43.09,4.1,72.25666667,18.89,28.5,20.35666667,36.9,18.2,38.46666667,2.733333333,759.4,83,6,63.66666667
80,20,19.6,38.79,18.35666667,40.29,19.79,37.5,20.35666667,36.56,17.5,48,2.566666667,75.09,17.79,32.2,20.7,40.93333333,17.89,38.5,4.2,747,93,7,40
50,0,21.89,42.9,21.1,42,22.5,43.96111111,20.6,42.12666667,19.1,60.11222222,2.09,88.3,18.6,38.09,22.7,47.635,18.29,46.82666667,1.783333333,765.65,91.83333333,3,28.83333333
60,10,23.1,39.76,22.26,38.66333333,21.06666667,41.9,21.29,43.62666667,20.39,63.86666667,2.23,94.59,18.79,40.245,20.6,47.06666667,17.79,46.62666667,2.5,760.9333333,96.33333333,3,32
60,0,21.29,43.79,19.85666667,44.66333333,22,43.79,21,44.06,18.5,55.79,10.154,75.19,18.5,41.53,21.7,52.7,18.62857143,47.48428571,9.933333333,752.5,82,10,40
70,0,24.89,38.79,24.1,37.32666667,25.39,37.59,24.39,37.5,22.79,59.82333333,15,12.69,23.7,36.59571429,25.1,42.536,22.39,40.02571429,17.06666667,751.6333333,65.33333333,1,40
70,30,20.025,38.6175,18.8925,39.245,19.85666667,38.06,21.218,37.156,18.1,45.26,4.638571429,81.51,18.2,32.81444444,20.05555556,40.63666667,18.39,41.112,3.783333333,746.25,89.83333333,5.833333333,25.66666667
40,0,21.06666667,46.16333333,19.79,46.43333333,21.7,43,20.13333333,45.62666667,18.5,53.356,9.333333333,90.62333333,18.5,44.43,20.39,48.93333333,18.7,47.272,6.8,751.15,97.5,5.5,51.5
30,0,21.1,43.32666667,20.6,41.26,20.82333333,42.2,20.1,44.66333333,19.66111111,71.85,2.86,91.79333333,20.2,40.30833333,23.00555556,48.015,18.89,43.2,3.55,747.5,97.5,3,63.5
80,10,22.36,39.63333333,19.5,40.54,23,34.36666667,20.79,32.06,18.29,45.15666667,5.366666667,28.59666667,22.39,24.23,22.5,30.13333333,19.7,37.59,4.7,766.8,70,3,22
390,0,20.63333333,41.83333333,19.39,39.46666667,21.39,40.16333333,19.2,38.79,18.39,50.275,5.1,89.79333333,19.6,33.48888889,22.50444444,41.13777778,18.6,39.82666667,5.05,741.65,69.5,5.5,40
190,20,21.5,46.23,20.7,44.79,21.5,43.2,21.6,45.4,18.6,58.96,12.478,80.16,18.29,44.82666667,22.23,49.39,18.39,46.79,12.1,755,84,11,40
80,20,21.76,43.23,20.46333333,43.96666667,21.5,42.4,21.5,43.345,19.68,56.498,5.623333333,88,19.29,42.76,21.79,48.76666667,18.5,44.36857143,5.1,753.6,97,1,20
50,0,19.7,41.2,18.1,41.79,19.82333333,40.73,19.1,38,17.92666667,57.93333333,-3.798333333,90.85333333,19.23,36.06666667,20.1,44,17.29,38.9,-3.6,759.35,86.83333333,1.166666667,22.83333333
80,0,22.16666667,41.36,21.2,40.19333333,22.65571429,40.90714286,18.13333333,44.4,17.6,53,10.5,84.65666667,17.745,39.8175,21,48.09666667,17.73,44.29,10,754.8,86,7,29
50,0,21.35666667,37.5,18.29,42.16333333,22.2,37.09,19.6,36.7,19.2,45.9,5.03,69.25666667,19.2,32.36333333,22.76,43.9,19.6,41.09,4.6,761.1,97,1,56
120,0,23.79,33.36,23.23,29.46333333,23.39,34.59,23.29,32.4,21.26,40.56,17.22666667,1,22.6,27.7,24.79,36.312,20.56,34.856,15.85,764.65,37,3.5,40
40,0,21.89,39.29,19.85666667,41.56,23.2,38,22.1,38,19.89,49.16333333,8.19,50.96666667,20.96857143,39.9,22.89,45.46666667,19.89,42.4,8.8,760.4,89,3,29
60,0,25,39.5,22.575,41.4,25.29,34,25.1,39,23.89,49.46666667,8.533333333,32.16333333,24.79,36.29,25.81,42.98,23.89,45.09,9.166666667,753.7166667,85,4,22
90,0,21.39,38.45,23.13333333,33,22.39,35.16333333,20.89,35.23,19.39,42.7,12.5,1,19.1,29.075,22.39,37.32666667,19.6,38.93333333,11.1,765.8,55,6,40
100,20,22.29,42.56,21.7,41.06,21.7,43.12666667,19.55666667,40.96666667,18.89,53.69166667,6.09,66.73,19,34.79,22.445,42.47666667,19,41.045,7.15,746.45,68,8.5,40
60,0,21.7,38.645,19.2,40.26,22.1,37.4,21.79,35.59,20.2,50.9,5.226666667,40.56666667,20.64,31.236,22.1,43.79,19.96333333,38.93333333,5.816666667,767.4166667,83.83333333,3,40
70,0,25.6,46.7,26.6,41.376,26.2,44.036,26.1,43.91,24,50.43333333,24.6,4.234,25.39,42.576,26.39,49.12666667,24.1,48.12142857,23.41666667,746.9833333,48.33333333,3,40
70,10,20.6,41.59,19.79,40.32666667,20.96333333,42.06,19.39,41.83333333,18.6,54.44277778,2.7,92.19,19.945,40.98611111,21.89,48.64722222,18.7,45.26,2.416666667,744.95,93.33333333,4.833333333,28
40,0,21.39,43.4,20.7,42.26,22.675,42.0675,20.13333333,43.53,20,46.92777778,6.3,84.36333333,18.92666667,38.13888889,21.39,51.60222222,19.1,46.9,6.133333333,738.7666667,90,5,49.33333333
60,0,21.85666667,38.29,19.29,41.56,23,38.29,20.26,39.29,20,47.29,8.39,46.25666667,21.39,37.59,23.7,40.66333333,20.29,41.7,8.5,748.05,75,8,40
360,10,23.2,38.93333333,22.46333333,38.76,21.26,41.79,20.76,42.72333333,21.99666667,80.62666667,2.4,94.59,19.1,38.96666667,20.7,44.29,17.2,40.5,2.283333333,760.1,95.83333333,3.833333333,25.83333333
30,0,22.5,35.43333333,19.23,38.26,21.5,35.5,22.73,33.53,19.06666667,66.26666667,2.245,59.145,20.89,27.29,22.85666667,39.82666667,19.89,37.36333333,2.066666667,764.1,88.33333333,1,61
50,0,18.79,44.53,18.1,43.8175,19.5,44,18.32333333,43.9,18.615,59.86333333,5.59,79.89666667,17.89,43.15833333,18.5,51.4975,17.2,49.19333333,5.033333333,754.1666667,89.66666667,5.333333333,26.66666667
80,0,21.32333333,36.09,19.39,37.59,22.1,34.32666667,21.63333333,34.96666667,18.5,43.4,8.83,24.82666667,19.2,28.76,22.7,36.86333333,19.39,35,6.966666667,762.1,68,3.666666667,25.66666667
60,0,19.6,42.06666667,19,40.65666667,21.06666667,45.79,19.2,39.63333333,19.13333333,79.09666667,1.426666667,88.89666667,18.2,37.76,19.7,46.2,16.6,40,2.95,756.15,87,5.5,34.5
100,10,22.39,39,21.29,39.06,22.89,37.9,21.29,40.12666667,20.2,52.66333333,13.80611111,12.89055556,21.7,32.5225,24.7,41.735,20.6,41.45,10.88333333,751.55,70,4.333333333,40
40,0,19.2,42.09,18.6,41.29,20.2,43.43333333,18.7,41.5,18.13333333,66.86666667,1.533333333,90.5,18.1,40.59,19.5,49.56,16.65,43.845,2.866666667,754.9666667,89.66666667,5,27.66666667
100,0,21.6,38.59,19.5,41,22,38.29,20.89,37.7,19.6,45,9.726666667,45.66666667,19.79,34.7,21.89,40.16333333,19.6,38.2,8.7,756,79,4.5,40
90,0,20.1,38.86,19.32666667,36.9,20,36.29,20.4175,34.865,17.89,46.46666667,2.596666667,62.89666667,20.2,32.09666667,22.1,39.09,19.2,38.845,2.766666667,769.7,78.83333333,6.166666667,56.33333333
50,0,21.06666667,36.56,18.39,39.7,20.1,36.59,19.7,34.79,18.85666667,42.9,3.095,58.7,20,29.82333333,22.1,40.63333333,18.5,39.59,5.183333333,766.55,84.5,2.166666667,47
300,0,21.1,33.62666667,19.89,31.79,22.99666667,38.02666667,20.5,31.945,19.2,39.59,10.66,1,19.79,24.56666667,21.79,34.29,18.79,29.42666667,9.95,756.15,43.5,4.5,40
120,20,21,36.66333333,18.46333333,39.9,20.2,37.4,21.39,34.4,19.1,79.16333333,3.326666667,51.75666667,18.1,31.85666667,20.945,38.9,17.29,35.59,4.866666667,749.2333333,71.66666667,2.666666667,40
80,0,24.6,38.29,23.79,36.9,24.7,37.29,24,36.9,21.39,53.06666667,14.89571429,7.728571429,23.29,34.536,24.79,41.9,21.6,39.66333333,17.96666667,752.4333333,52.33333333,1.666666667,28
50,0,20.29,37.82666667,18.5,38.79,20.89,39.2,19.2,36.79,17.89,48.59,3.2,81.69,18.35666667,33.06,20.6,46.06,18.29,42.2,3.65,743.0333333,88,5.166666667,30.83333333
300,0,20.1,39.73,18.2,40.4,20.92666667,38.03,19.92666667,35.9,18.5,45.23571429,1.666666667,84.23,18.89,35.04,20.29,41.8,17.89,40.52666667,1.2,754.95,94.5,1,48.5
90,0,23.29,34.09,21.92666667,32.36333333,23.29,35.76,22.79,33.4,21.995,70.6,10.99333333,1,21.6,27.35571429,24.29,35.2,20.39,36.26428571,12.3,765.2,45,4,40
290,10,22.42666667,38.53,22.815,35.425,25.82333333,39.46333333,23.39,35.2,20.5,42.62666667,14.32333333,4.83,21.7,31.90571429,21.89,38.29,20.5,38.29,11.05,759.8,66.66666667,5,27.33333333
60,20,21.6,44.2,21,43.59,20.39,45.66333333,21.03333333,46.4,19.29,51.06,5.9,85.59666667,17.7,43.03,19.39,49.89,16.89,45.06666667,5.8,736.4,87.83333333,6.833333333,37
60,20,20.39,37.12333333,18.89,36.09,19.934,36.94,19.89,35.9,17.456,44.254,5.828571429,52.92142857,17.73,27.79,19.79,35.44,17.76,36.96666667,3.4,755.7,70,5.666666667,25
50,0,23.95064935,40.10688312,22.90344156,39.83246753,24.93766234,38.28116883,23.74064935,39.3038961,21.32896104,50.50162338,14.56103896,32.06883117,23.27402597,37.56363636,24.03116883,42.59285714,22.1,41.67662338,9.4,757,95,1.5,54
70,0,24.32467532,37.99155844,23.44577922,36.13376623,24.87116883,37.03441558,24.11467532,38.34805195,21.37051948,50.39668831,17.82614719,10.91558442,23.35298701,35.81818182,24.38441558,41.19857143,22.1,38.98502165,14.76666667,756.35,65.83333333,1.833333333,28.33333333
30,0,19.2,46.9,18.5,46.79,19.79,45.29,18.2,48.09,17.39,54.09,9.69,99.9,17.6,45.29,17.6,51.285,17,49,9.8,755.45,94.83333333,7.166666667,63.5
70,0,21.89,38.56,19.79,39.66333333,22.39,37.43333333,21.1,37.5,20.1,46.56,7.19,30.26333333,21.39,33.73,22.30111111,35.81444444,20.5,37.25666667,7.3,754,75,4,40
120,10,22.5,33.46666667,21.16666667,32.62666667,23.39,35.73,23,33.09,21.13333333,68.76666667,10.09,2.793333333,22.02857143,29.12857143,22.865,37.095,20.1,35.02666667,10.21666667,764.5,56.16666667,4.166666667,40
60,0,22.2,43.7,19.7,47.4,24.7,41,21.39,42.7,20.89,58.82666667,9.6,54.09,21.79,41.79,23.79,48.5,20.79,46.12666667,9.85,748.95,86,1,40
70,30,21.39,43.52666667,19.89,43.9,21.39,42.2,21.89,43.15666667,19.39,52.55428571,4.366666667,87.26333333,19.29,43.2,21.66666667,48.4,18.57142857,45.12142857,4,753.7,91,1,40
100,20,22.7,43.66333333,21.39,43.4,23.025,40.7,22.5,42.26,21.2,46.345,12.66666667,24.86333333,21.89,37.12666667,23.89,42.378,20.79,40.56,13.3,750.8,68,4,40
120,20,24.1,46.29666667,23.2,43.56666667,24.79,44.93333333,19.7,48.5,21.17222222,49.79222222,11.5,76.3,18.88444444,44.49444444,20.56666667,51.78,17.73,49.29,11.1,760,81,9,40
60,0,23.89,29.72666667,24.39,26.32666667,23.29,33.26,22.79,31,21,40.59,20.03333333,1,22.84714286,26.75142857,23.29,34.5,20.79,35.59,19.2,760.1333333,30.33333333,3.666666667,40
50,0,22.03333333,38.12666667,21.65,37.35722222,20.92666667,39.79,20.19567901,40.70617284,19.66666667,43.19444444,4.69,78.42333333,17.75,36.33888889,18.29,42.63277778,17.5,43.63333333,2.633333333,755.9,92,7.333333333,27.33333333
40,0,20.6,34.93333333,16.89,40.02666667,21.23,34.82666667,19.6,32.33333333,18.92666667,42.29,0.033333333,65.19333333,20.1,26.42666667,21.39,36.52666667,19.39,37.56666667,0.25,766,89.5,2,61.5
40,10,21.96333333,43.16333333,19.76,45.36333333,23.2,39.59,21,38.79,20.58,50.994,7.966666667,33.02666667,21.29,34.55,24.29,39.69333333,20.2,37.7925,8.066666667,753.2666667,83.33333333,1.333333333,25.33333333
120,20,22.1,35.12666667,20.26,35.9,20.82333333,36.4,19.82333333,35.56666667,21.66666667,80.79333333,-2.5,70.83,20.2,25.7,22.29,33.09333333,18.2,38.9,-1.7,769.7,84,1,24
50,0,23.79,37.7,21.7,39.09,24.5,38.09,23.6,36.59,21.1,48.32666667,10.78428571,23.42285714,22.79,34.09,23.7,43.12666667,21.79,43.29,12.1,752.1,65,1,40
50,0,19.6,39,18.2,39.2,19.79,40.5,19,38.29,17.235,61.57,-5.338888889,85.49444444,17.755,33.87555556,19.7,45.505,16.79,40.43333333,-4.5,756.5,91,1,64
110,0,22.6,42.46666667,22.5,40.1,22.53333333,40.4,21.5,42.26666667,19.7,48.59,19.76,12.63,21.89,38.16333333,24,46.36,20.29,43.79,19.4,750.05,54.83333333,3.833333333,40
110,20,20.6,33.73,18.79,34.4,20.1,35.2,19.2,33.16333333,19.16333333,81.33333333,3.163333333,37.8,20.7,29.79,21.13333333,35.86,18.29,39.93333333,3.2,760.2,60.33333333,5.666666667,32.66666667
40,0,19.89,45.4,19.2,45.03,20.42666667,44.23,19.2,46.59,17.52222222,52.97777778,10.69,99.9,17.5,43.41666667,18.1,49.98888889,17.1,48.79,10.08333333,762.1333333,89.33333333,6.833333333,27.33333333
90,10,24.88090909,46.53981818,25.04864865,42.74837838,26.41018182,41.51090909,24.18648649,45.12675676,23.13513514,51.16810811,25.29297297,2.385,24.13243243,41.95486486,24.11436364,48.81454545,23.10345455,46.49090909,22.9,753.7333333,52.33333333,6.333333333,40
60,0,20.89,36,18.1,39.12666667,21,35.4,20.56666667,33.29,18.5,49.76,5.966666667,55.1,19.7,28.96333333,21.2,36,19.5,35.29,5.1,763.3,81,2,61
50,0,23.46333333,38.26,24.63333333,33.93333333,25,38.2,23.89,37.76,19.29,40.218,17.16333333,1,22.6,33.9,23.39,38.9,21.7,36.29,13.6,756.75,64,1,32.5
90,20,21.89,43.89,19.73,46.46333333,22.1,39.26666667,21.23,39.43333333,19.79,48.4,10.06666667,41.19333333,19.89,35.86,21.79,41.49,19.73,39.76,8.55,756.25,79,4,32
40,0,21,37.16333333,17.6,42.06666667,22.2,34.745,20.56,33.9,20,43.9975,3.2,55.79,21.6,34.49714286,24.03333333,40.56666667,20.16666667,38.66333333,2.65,755.7,94.5,3,21
80,0,21,40.66333333,20.63333333,40.72333333,22.2,38.09,20.39,38.79,20,46.878,14,11.35666667,21.1,34.754,22.29,40.69333333,20.5,39.59,10.3,750.3,67,5,25
20,0,23.5,35.36333333,21.73,35.86333333,23.7,35.76,22.89,33.96666667,20.6,42.9,9.426666667,22.89,22.6,36.12142857,23.29,43.46666667,20.95875,38.885,10.83333333,757.3,73,2,40
350,10,19.23,41.56666667,18.06666667,42.06,19.39,40.2,18.35666667,38.32666667,17.29,54.4,-2.669444444,89.98611111,18.6,34.79,19.92666667,43.26666667,16.89,37.29,-2.5,756.65,82.16666667,3,24.5
80,0,23.29,41.03,24.1,37.29,24.39,39.12666667,23.5,39.23,21.16,43.174,21.03333333,1,22.79,36.12666667,23.745,41.2,22.6,38.82142857,17.4,749.9333333,56.33333333,8,32.66666667
50,0,21.79,42.2,20.89,42.16333333,21.39,43.53,21.66666667,41.79,19.49388889,83.75944444,7.9,70.89333333,18.90833333,37.80055556,22.22,50.05833333,18.89,43.93333333,7.95,742.5666667,76.33333333,12.83333333,40
20,0,18.1,39.82666667,17,40.29,18.29,39.7,15.89,39.56,16,48,3.79,99.3,16.1,34.823,17.5,42.725,15.6,39.59,3.266666667,760.35,95.83333333,6,45.16666667
80,0,20,34.7,18.6,35.29,19.73857143,35.7,18.5,34.73,17.25142857,42.75142857,3.56,66.92333333,17.6,29.06666667,20.1,37.09,17.5,35.2,2.333333333,756.5666667,86.66666667,2.333333333,22.33333333
50,0,18.89,46.2,18.29,45.73,19.7,44.66333333,18.2,45.86333333,17.205,52.505,5.763333333,99.9,17.52777778,41.97222222,17.6,48.22888889,16.89,46.7,6.6,765.2666667,77.66666667,1.166666667,38.16666667
470,10,21.39,39.59,21.06666667,39.56,23,37.09,21.5,38.45571429,20.53333333,47.22333333,7.593333333,46.62666667,20.66,31.66,22.26,39.52666667,21.1,41.43,6.6,754.4166667,79.66666667,4,40
70,0,21.1,41.7,20.5,40,22.39,43.03,18.7,41,19.1,51.13277778,2.7,92.12333333,19.79,41.2,22.1,48.555,19.1,46.4,2.5,739.4166667,94,7,40
90,0,25.1,48.29,24.272,47.678,26,43.94,25.29,46.134,24.5,67.53,16.06666667,37.45666667,24.68,44.29,26.2,52.714,24,47.80833333,17.85,749.05,78,3,40
440,0,22.03333333,39.19333333,21.39,37.39,21.89,41.23,21.79,39.46,18.1,50.53,-0.333333333,96.15666667,19.2,37.32666667,20.13333333,45.2,17.82333333,41.56666667,1.483333333,765.4333333,85.16666667,1.166666667,29
80,0,21.5,35.29,18.35666667,38.82666667,22.6,34.7,21.1,32.612,20.29,42.43333333,2.23,51.36666667,21.79,33.29,24.6,38.62666667,20.2,36.53,1.966666667,758.0833333,90.5,1.166666667,40
70,0,20.5,37.09,19.32333333,37.56,19.89,37.43333333,19.1,37.03,17.53333333,46.7,3.766666667,75.5,18,32.12666667,21.39,40.06,17.79,37.56,2.333333333,747.4,92.83333333,4,57.5
110,10,22.1,42.06,21.6,40.9,21.16666667,43.36333333,19.39,44.06666667,17.7,51.72,8.1,99.9,17.345,44.86333333,20.63888889,50.45388889,16.79,46.59,7.85,751.05,97,7,36
220,0,23.46333333,37.13333333,21.954,38.76,24.6,36.59,23.5,34.33333333,23.272,39.918,8.863333333,28.06333333,23.7,30.8,24.29,36.72333333,23.07142857,37.7,5.633333333,761.2666667,83.83333333,2.833333333,40
60,0,20,39,18.1,40.19333333,20.96333333,40.29666667,18.6,39.09,18.6,58.50944444,1.966666667,88.43333333,19,34.745,21.745,45.25,18.6,43.56,1.183333333,737.5833333,91.33333333,2,27.33333333
110,20,21.56666667,47.89333333,20.79,44.53,21.6,43.2,21.63333333,45.2,18.7,60.66857143,12.5,81.54,18.2,44.59,22.05,50.545,18.39,46.79,12.1,755.3,84,9,40
40,0,21.39,45,20.7,44.26,22.1,45.09,18.89,45.5,19,59.52,6.726666667,90.62666667,18.82333333,41.26,21.42055556,53.94277778,19.2,50.7,7,743.1,89.33333333,4.666666667,40
60,0,21,43.5,19.6,44.4,21.89,42.15285714,19.89,44.59,18.1,54.09,10.19,92.5,18.2,41.7,20.89,55.26,18.2,46.32666667,10.1,756.3666667,94.16666667,8,26
50,0,25.2,39.7,23,41.23,25.69857143,34.38428571,25.2,39.5,23.92666667,50.23,9.16,36.62666667,24.89,36.59,26,43.59,23.79,44.42857143,9.833333333,752.9666667,85,6,22
60,0,21.6,44.4,19.89,46.59,23.1,41.79,21,43.7,19.79,49.7,11.26333333,52.02666667,21,39.5,23.39,50.79,20.5,48,11.9,748.1,88,5,40
50,0,21.1,41.2,17.92666667,47.03,20.79,38.36333333,21,36.26,18.63333333,47.53,3.5,68.56,20.5,30.2,22.5,42.73,19.53333333,39,4.666666667,764.5,88.66666667,3.333333333,56.66666667
320,0,20.89,36.79,18.42666667,39.5,22.03,38.66333333,19.53333333,34.26,18.35666667,44.53,7.896666667,38.9,19.29,30,21.85666667,39.06666667,19.5,37.32666667,5.9,762.8,72,4,26
100,0,21.89,42.69666667,20.29,42.9,22.79,38.9,21.29,40.56666667,20.66666667,45.7,10.96,32.26333333,21,35.29,23.5,42.272,20.7,39.7,9.933333333,751.3,81.33333333,8.666666667,40
30,0,22,35.16333333,18.5,38.96666667,23.2,34.59,21.79,32.2,20.79,48.16333333,1.663333333,43.39666667,21.68,32.59,23.5,42.82666667,20.5,38.5,1.933333333,758.8666667,87,2.666666667,40
70,0,22.5,35.29,20.03333333,36.2,22.39,35.59,21.06666667,34.26,20.16666667,55.53333333,5.226666667,9.56,19.5,28.79,23.6,38.895,19.53333333,37.56,7.75,766,65,2,40
130,0,21.1,33,19.32333333,33.13333333,23.03333333,35.26666667,20.29,31.46333333,19.1,38.5,5.533333333,4.333333333,19.5,24.76333333,22.16666667,34.2,18.7,29.53333333,7.45,756.2,54,2.5,40
50,0,20.39,40.23,18.6,41.5,21.39,40.76,18.66666667,41,17.92055556,51.79,2.59,92,19.2,39.2,21.2,46.88777778,18.2,45.5,2.4,735,97,2,42
80,10,23.03,38.26666667,20.7,38.33333333,22.73,36.2,20.26,38.19666667,20.445,41.645,7.623333333,41.86,19.1,30.7,23.89,37.59666667,19.5,36.5,6.25,760.95,83.5,4,25.5
140,0,21.23,41.59666667,20.5,39.59,21.85666667,43.43,19.1,43.79,17.1,53.2,4.83,96.96666667,17.5,38.09,18.1,44.9,17.26,47.56,4.8,747.8,85,6,40
50,0,21.2,46.2,20.39,45.4,21.92055556,44.5,19.89,46.9,18.7,60.69944444,9.19,98.59,18.39,43.59611111,20.59444444,52.18666667,18.6,49.9,8.8,763.7,98,5,45
50,20,20,38.2,17.89,39.79,20.16666667,38.9,20.35666667,37,18,74.32666667,-0.566666667,77.36666667,17.89,31.6,21.6,40.96666667,17.6,36.7,0.833333333,747.95,97.16666667,1,60.66666667
60,0,20.5,34.59,20.39,35.69333333,20.89,34.09,20.46333333,32.83333333,18.79,42.16333333,5.83,38.56,20,26.2,21.1,34.83333333,19.6,38.09,5.5,765.7,72,2,64
190,0,22,34.22333333,20.03333333,32.72333333,23.6,36.46333333,21,31.96333333,18.1,44,7.325,26.7425,23.1,25.42666667,22.53333333,30.56666667,19.7,37.79,7.333333333,767.1333333,57,5.666666667,27
30,20,21.39,35.2,20.2,35.56,20.12857143,36.50857143,19.5,36.06,17.236,44.236,2,79.26333333,17.39,30.36,20.73857143,37.92285714,17.29,35.72857143,0.933333333,757.65,97,2,34.83333333
50,0,20.39,40.59,18.79,40.36333333,20.29,40.53,19.79,37.86333333,18.39,59.9,-5.53,85.83944444,19.79,37.95,20.89,47.4,17.6,41.59,-4.083333333,760.7166667,84.5,3,26.16666667
40,0,20.39,35.5,17.82333333,37.53,20.96333333,36,19.7,33.79,18.32333333,40.09,-1.566666667,76.26,19.5,29,21.29,40.79,18.29,38.93333333,-1.583333333,761.8666667,97.83333333,2,33
80,0,20.6,43.26,18.79,44.76,21.63333333,42.26666667,20.29,41.59,18.89,50.236,3.79,87.59,19.29,43.29,21.26,49.43,18.6,47.09,3.866666667,754.2,95,1.666666667,35
120,0,22.2,36.56333333,21.6,35.06333333,22.29,37.33333333,20.89,36.96666667,20,44.52857143,16.2,1.374,22.35666667,33.03,23.39,37.12666667,20.6,38.79,12.75,749.45,52,7.166666667,40
160,0,21.92666667,43.02666667,20.85666667,42.73,22.46333333,41.5,19.66666667,42.13333333,19.7,49.12055556,4.996666667,93.22666667,18.7,37.39833333,22.79,46.72666667,19,44.29,4.3,730.7,96,8,61
