carat,cut,color,depth,table,price,x,y,z
2.24,Premium,H,61.4,57,16656,8.43,8.35,5.15
1.22,Ideal,H,62.2,54,6727,6.83,6.86,4.26
0.74,Ideal,G,61.6,55,2760,5.8,5.85,3.59
1.21,Very Good,G,59.6,60,5556,6.92,6.94,4.13
0.42,Ideal,H,62,57,1087,4.82,4.8,2.98
0.7,Ideal,I,61.6,56,2623,5.69,5.71,3.51
0.58,Ideal,F,61.9,56,2227,5.36,5.33,3.31
0.51,Ideal,H,61.6,55,1222,5.14,5.18,3.18
0.31,Very Good,F,61.4,55,625,4.32,4.34,2.66
1.17,Good,D,57.8,62,4639,6.97,6.91,4.01
1.01,Very Good,E,63.3,58,5077,6.39,6.37,4.04
1.03,Premium,F,61.4,57,4586,6.6,6.53,4.03
0.72,Very Good,F,61.1,54,2673,5.82,5.84,3.56
0.57,Good,D,63.8,57,1262,5.24,5.26,3.35
0.3,Ideal,E,62.4,56,844,4.28,4.25,2.66
0.31,Premium,G,61.4,58,462,4.31,4.35,2.66
2.02,Good,F,61.9,61,15261,8.06,8.02,4.98
0.71,Ideal,E,61.1,57,4053,5.74,5.78,3.52
0.32,Very Good,G,58.1,59,842,4.49,4.53,2.62
0.3,Ideal,D,61.4,56,552,4.32,4.35,2.66
0.41,Premium,D,61.8,58,1356,4.79,4.75,2.95
0.41,Ideal,F,62.6,57,1107,4.79,4.76,2.99
0.34,Ideal,F,61.3,56,848,4.52,4.56,2.78
0.53,Ideal,D,60.2,55,1610,5.26,5.3,3.18
0.91,Premium,D,58.3,60,3511,6.4,6.33,3.71
0.27,Premium,D,62,57,603,4.15,4.11,2.56
0.6,Very Good,E,63.2,60,1250,5.32,5.28,3.35
0.5,Premium,F,61.1,55,2081,5.15,5.13,3.14
0.33,Ideal,I,62.1,55,694,4.41,4.44,2.75
0.79,Ideal,D,61.5,56,2846,5.96,5.91,3.65
0.28,Very Good,E,61,57,707,4.22,4.25,2.58
0.77,Ideal,J,61.9,54,2292,5.89,5.94,3.66
0.43,Premium,D,59.6,58,1659,4.94,4.89,2.93
0.52,Ideal,F,62.1,56,1767,5.14,5.2,3.2
1.02,Very Good,G,63.4,59,6169,6.32,6.3,4
0.44,Premium,J,61.9,57,891,4.9,4.83,3.01
0.7,Good,H,63.9,59,2351,5.64,5.6,3.59
0.42,Premium,D,60.1,58,898,4.88,4.83,2.92
0.32,Ideal,E,62,55,449,4.36,4.41,2.72
2.13,Very Good,G,61.5,57,15454,8.27,8.34,5.11
0.74,Ideal,H,61.8,58,2797,5.77,5.81,3.58
1.25,Premium,I,61,60,5040,6.98,6.93,4.24
0.5,Good,F,59.6,58,1214,5.1,5.16,3.06
2.39,Premium,H,60.6,58,16687,8.65,8.58,5.22
0.72,Ideal,G,61.6,56,3478,5.75,5.78,3.55
0.72,Ideal,I,61.5,58,2594,5.78,5.79,3.56
1.37,Ideal,G,62.6,55,12455,7.12,7.07,4.44
0.3,Very Good,E,62.3,57,658,4.27,4.3,2.67
0.36,Premium,E,61.3,60,789,4.54,4.59,2.8
0.3,Premium,E,62.5,58,844,4.31,4.26,2.68
0.3,Ideal,F,61.8,57,814,4.3,4.34,2.67
0.41,Ideal,H,62.5,56,899,4.74,4.77,2.97
0.23,Very Good,E,62.2,59,465,3.92,3.96,2.45
0.52,Ideal,G,62,55,2029,5.15,5.18,3.2
2.08,Very Good,D,60.1,59,18405,8.29,8.37,5.01
1.01,Very Good,I,62.9,56,5067,6.38,6.43,4.03
0.41,Good,D,63.3,55,738,4.74,4.77,3.01
0.41,Premium,F,61.2,57,1076,4.8,4.77,2.93
2.04,Ideal,I,61,57,16718,8.18,8.21,5
1.51,Premium,F,62.2,60,13474,7.25,7.34,4.54
1.13,Ideal,H,61.9,60,5911,6.63,6.65,4.11
1.02,Ideal,G,61.5,57,8168,6.44,6.47,3.97
1.7,Ideal,I,61.9,55,12996,7.65,7.72,4.75
0.51,Very Good,D,62.8,57,1264,5.1,5.12,3.21
1.09,Ideal,F,61.7,57,8730,6.58,6.62,4.07
1.08,Ideal,G,62.5,56,6530,6.57,6.54,4.1
1.22,Premium,G,61.2,60,6449,6.82,6.75,4.15
0.75,Ideal,E,61.7,55,2609,5.9,5.86,3.63
1.62,Ideal,J,62.4,53.2,8075,7.47,7.51,4.68
0.9,Fair,G,55.9,62,3104,6.35,6.42,3.57
0.52,Ideal,D,61.7,56,1919,5.18,5.16,3.19
0.51,Ideal,G,61.7,56,1656,5.1,5.14,3.16
1.58,Premium,D,59.6,59,10934,7.67,7.61,4.55
0.51,Premium,E,62.1,57,2185,5.18,5.15,3.21
0.3,Very Good,H,62,59,684,4.26,4.29,2.65
1,Ideal,H,61.4,57,4564,6.37,6.34,3.9
1.04,Good,G,58.9,64,6151,6.6,6.64,3.9
1.02,Premium,H,60.9,58,4113,6.53,6.41,3.94
0.3,Ideal,E,61.2,55,658,4.31,4.35,2.65
0.9,Very Good,F,62.7,58,5160,6.12,6.19,3.86
0.36,Ideal,H,61.5,57,648,4.6,4.57,2.82
1.07,Premium,F,60.8,58,4491,6.62,6.68,4.04
0.7,Premium,H,61.8,62,2375,5.69,5.63,3.5
0.32,Very Good,G,62.1,53,918,4.4,4.45,2.75
0.31,Ideal,E,61.8,56,988,4.36,4.34,2.69
0.91,Good,D,64.1,62,3349,6.06,6.01,3.87
1,Good,D,59.9,62,6568,6.41,6.45,3.85
1.23,Ideal,G,62,56,9030,6.92,6.86,4.27
0.7,Good,E,62.7,61,2239,5.59,5.67,3.53
0.41,Ideal,D,62.4,55,1076,4.79,4.76,2.98
0.9,Good,H,57.4,63,1939,6.38,6.33,3.65
0.42,Premium,G,62.7,58,1179,4.74,4.79,2.99
0.72,Ideal,H,61.1,56,2997,5.78,5.8,3.54
1.07,Very Good,G,58.5,61,4201,6.59,6.71,3.89
0.74,Ideal,H,60.9,57,3760,5.83,5.85,3.56
0.72,Premium,E,63,55,2802,5.79,5.61,3.59
2.24,Premium,J,62.2,59,13827,8.37,8.33,5.19
0.71,Very Good,F,60.6,58,2697,5.74,5.81,3.5
0.7,Good,H,59.7,57,2347,5.75,5.8,3.45
0.31,Good,G,63.1,58,544,4.3,4.35,2.73
0.55,Ideal,G,61.8,58,1659,5.23,5.26,3.24
0.3,Ideal,E,62.1,56,499,4.31,4.36,2.69
1.01,Ideal,G,61.4,58,6618,6.47,6.44,3.97
0.71,Fair,F,57,68,2198,6.05,5.87,3.4
0.33,Premium,H,60.4,60,521,4.48,4.52,2.72
2.4,Ideal,J,62,57,12468,8.53,8.47,5.27
1.04,Ideal,I,61.3,57,4659,6.57,6.54,4.02
0.38,Premium,J,62.1,60,600,4.6,4.64,2.87
1.08,Ideal,E,62.5,57,10300,6.52,6.57,4.09
0.7,Ideal,D,60.6,57,2828,5.74,5.77,3.49
0.39,Very Good,H,62.4,57,784,4.67,4.7,2.92
1.04,Ideal,E,61,57,9901,6.61,6.57,4.02
0.4,Very Good,F,62.1,60,756,4.66,4.7,2.91
0.56,Very Good,E,62,58.9,2027,5.25,5.29,3.27
1.01,Premium,G,59.9,56,4875,6.6,6.45,3.91
1.02,Ideal,F,62.6,57,7632,6.4,6.47,4.03
0.39,Ideal,F,60,57,821,4.7,4.76,2.84
0.54,Ideal,G,61.8,56,1724,5.21,5.26,3.24
0.71,Ideal,E,62.7,56,2550,5.68,5.71,3.57
0.52,Ideal,G,63,55,1151,5.14,5.12,3.23
1.26,Ideal,I,59.6,57,4620,7.01,7.04,4.19
1.5,Ideal,G,63,56,12821,7.32,7.26,4.59
1.23,Ideal,H,62.3,57,6046,6.89,6.85,4.28
0.73,Very Good,H,61.6,59,2641,5.74,5.81,3.56
2.32,Premium,F,62.5,59,16237,8.51,8.44,5.3
0.7,Good,E,63.5,59,2812,5.49,5.53,3.5
0.54,Ideal,G,60.7,57,2274,5.29,5.26,3.2
0.26,Very Good,G,62.2,56,486,4.09,4.12,2.55
0.91,Ideal,G,62.3,56,3664,6.18,6.22,3.86
1,Ideal,F,59.7,60,9014,6.48,6.52,3.88
1.11,Very Good,H,62,55,4871,6.61,6.68,4.12
0.93,Premium,G,62.1,59,4793,6.21,6.16,3.84
0.32,Ideal,E,61.4,57,780,4.46,4.4,2.72
0.72,Ideal,G,61.8,56,3048,5.7,5.76,3.55
0.42,Premium,G,61.6,60,963,4.8,4.85,2.97
0.9,Ideal,F,61.8,56,4593,6.18,6.21,3.83
1.31,Ideal,J,62.5,56,6337,6.95,7.04,4.37
0.59,Ideal,E,60.2,59,1941,5.47,5.49,3.3
1.12,Very Good,G,62.5,58,5088,6.6,6.64,4.14
0.52,Premium,H,59.2,60,1577,5.27,5.23,3.11
0.32,Ideal,E,62,55,900,4.38,4.36,2.71
0.7,Premium,E,62.9,59,2273,5.71,5.64,3.57
1.09,Ideal,H,62.5,56,5219,6.58,6.53,4.1
0.7,Premium,F,62.5,59,2354,5.67,5.65,3.54
1,Good,E,57.4,58,6160,6.61,6.57,3.78
1.2,Premium,H,59.3,60,5822,7,6.92,4.13
2.01,Good,J,63.6,59,12257,7.96,8.01,5.08
0.5,Ideal,F,61.6,56,2052,5.08,5.11,3.14
0.41,Ideal,E,60.5,58,997,4.81,4.85,2.92
1.22,Ideal,G,62.3,57,5296,6.85,6.8,4.25
1.01,Premium,F,61.4,60,7792,6.45,6.39,3.94
0.39,Ideal,F,61.3,56,988,4.73,4.77,2.91
1.51,Ideal,H,61.9,57,7678,7.4,7.33,4.56
0.56,Ideal,F,62.1,57,1814,5.29,5.28,3.28
0.32,Premium,G,62.8,58,720,4.35,4.31,2.72
0.27,Very Good,F,60.1,58,620,4.17,4.22,2.52
0.76,Premium,E,60.5,56,3447,5.98,5.95,3.61
0.36,Ideal,F,61.3,54,803,4.63,4.65,2.84
0.59,Ideal,E,62.4,55,1664,5.34,5.39,3.35
0.74,Very Good,H,63.1,56,2264,5.78,5.75,3.64
0.32,Premium,G,59.8,59,720,4.52,4.48,2.69
1.54,Fair,I,65,56,6375,7.22,7.14,4.67
0.8,Premium,E,61.5,58,3297,5.97,5.93,3.66
1.26,Ideal,H,61,57,8959,6.97,7.03,4.27
1.51,Premium,E,58.6,62,12655,7.58,7.53,4.43
1.1,Premium,I,62.7,57,4805,6.6,6.55,4.12
0.3,Very Good,E,61.5,58,640,4.28,4.31,2.64
0.74,Very Good,H,62.1,58,2222,5.82,5.78,3.6
1.51,Good,J,64,58,6936,7.24,7.27,4.64
0.7,Very Good,G,60.5,62,2287,5.72,5.76,3.47
0.39,Ideal,F,62.5,55,921,4.68,4.63,2.91
0.71,Very Good,F,62.8,59,2427,5.62,5.66,3.54
0.41,Ideal,G,60.4,56,1007,4.8,4.83,2.91
1.51,Good,E,65.5,56,9539,7.12,7.16,4.68
0.72,Ideal,H,60.3,59,2197,5.77,5.83,3.5
0.7,Ideal,H,61.1,58,2107,5.69,5.7,3.48
0.3,Good,D,64.2,55,689,4.23,4.28,2.73
1.31,Very Good,I,62.3,58,6885,6.99,7.03,4.37
0.38,Ideal,G,61.9,54.1,757,4.66,4.69,2.89
0.9,Very Good,G,61.7,60,4872,6.11,6.2,3.8
0.36,Ideal,E,61.6,57,1094,4.58,4.54,2.81
0.53,Very Good,D,63.4,58,1636,5.15,5.11,3.25
1.02,Very Good,D,63.2,58,5198,6.41,6.35,4.03
0.3,Ideal,I,62.5,56,615,4.26,4.28,2.67
0.35,Very Good,G,62.2,58,1044,4.45,4.52,2.79
0.9,Premium,J,59.8,62,2863,6.24,6.21,3.72
1.11,Ideal,D,61.6,55,5547,6.62,6.66,4.09
0.51,Ideal,E,62.3,56,1443,5.15,5.12,3.2
0.76,Premium,F,62.3,55,2425,5.88,5.84,3.65
0.52,Ideal,F,61.6,57,2168,5.16,5.2,3.19
0.43,Very Good,E,61.9,56,1433,4.81,4.85,2.99
0.9,Premium,H,61.8,58,4082,6.17,6.12,3.8
1.01,Good,G,63.7,58,3626,6.31,6.35,4.03
0.95,Very Good,G,61.7,58,5111,6.26,6.34,3.89
0.3,Very Good,J,61.6,61,368,4.28,4.33,2.65
0.35,Premium,E,61.2,58,614,4.53,4.59,2.79
0.71,Ideal,E,62,56,4802,5.69,5.73,3.54
1.93,Fair,F,58.9,62,17995,8.17,7.97,4.75
0.24,Very Good,E,62.2,60,485,3.97,4.01,2.48
1.06,Premium,D,58.9,61,5983,6.69,6.63,3.92
1,Very Good,D,61.4,63,6040,6.35,6.41,3.92
0.31,Ideal,E,60.8,56,767,4.39,4.42,2.68
0.41,Ideal,H,62.9,54,1243,4.74,4.71,2.97
1.51,Very Good,D,62.8,57,15513,7.23,7.29,4.56
0.52,Ideal,F,61.8,55,1624,5.19,5.15,3.2
2.03,Very Good,G,60.1,60,18630,8.09,8.18,4.89
0.6,Premium,D,60.4,60,1896,5.44,5.48,3.3
1.53,Premium,G,61.7,59,9572,7.31,7.4,4.54
0.58,Very Good,H,58.4,59,1239,5.48,5.51,3.21
2.01,Premium,I,60.3,62,15939,8.13,8.08,4.89
1.54,Premium,J,62.4,59,9215,7.36,7.38,4.6
1.01,Fair,G,68.9,60,5294,6.06,6.02,4.17
1.55,Premium,H,58,60,6458,7.61,7.58,4.41
0.38,Ideal,F,61.7,55.4,1010,4.66,4.68,2.88
1.01,Ideal,H,61.9,58,4767,6.42,6.48,3.99
1.23,Premium,I,62.4,58,5269,6.86,6.82,4.27
0.5,Good,F,63.6,57,1436,5.03,5.07,3.21
0.54,Ideal,F,59.8,57,1369,5.31,5.29,3.17
0.33,Ideal,E,62.1,54,840,4.45,4.47,2.77
1.1,Very Good,G,62.3,58,4997,6.55,6.61,4.1
0.51,Premium,G,62.1,60,1781,5.11,5.1,3.17
1.16,Ideal,G,61.8,55,5908,6.75,6.78,4.18
1.06,Very Good,F,62.6,60,4634,6.54,6.44,4.06
1.01,Good,E,64.1,62,4480,6.26,6.19,3.99
2.01,Premium,H,61.3,59,17849,8.16,8.08,4.98
0.54,Premium,F,61.8,60,1237,5.2,5.22,3.22
0.31,Ideal,I,61.3,55.6,513,4.37,4.4,2.69
0.33,Ideal,E,60.9,56,1052,4.48,4.46,2.72
0.24,Ideal,F,62.2,57,419,3.96,4.01,2.48
0.55,Ideal,G,61.4,56,2028,5.27,5.28,3.24
0.56,Ideal,G,61,56,2230,5.31,5.35,3.25
1.07,Very Good,H,59.2,61,5143,6.65,6.67,3.94
0.62,Premium,F,61.3,60,1633,5.48,5.45,3.35
1.04,Very Good,D,62.9,58,5265,6.41,6.47,4.05
0.97,Premium,H,58,62,3911,6.56,6.48,3.79
0.34,Very Good,E,60.3,57,596,4.53,4.56,2.74
0.42,Very Good,G,58.5,63,1181,4.9,4.88,2.86
1.29,Premium,D,62.7,55,8597,6.96,6.91,4.35
0.9,Very Good,F,63.2,56,4158,6.16,6.09,3.87
1.51,Ideal,D,62.1,58,15821,7.32,7.34,4.55
0.5,Ideal,E,61.5,57,1624,5.11,5.14,3.15
0.51,Premium,G,61.2,60,1438,5.12,5.17,3.15
0.9,Premium,F,61.1,54,3457,6.29,6.27,3.84
1.05,Good,I,63.1,58,4529,6.42,6.47,4.07
1.01,Fair,G,64.2,59,4004,6.31,6.28,4.04
0.54,Good,E,63.4,56,1163,5.14,5.18,3.27
1.31,Premium,H,61.7,59,4548,7.03,6.98,4.32
2.04,Premium,J,61.4,59,13600,8.14,8.04,4.97
0.49,Fair,E,65.5,58,1705,4.91,4.86,3.2
0.41,Very Good,F,62.1,56,1295,4.78,4.79,2.97
1.07,Ideal,E,61.4,57,5537,6.59,6.53,4.03
0.33,Premium,G,61.9,59,868,4.38,4.41,2.72
0.7,Premium,G,61.8,58,2479,5.66,5.64,3.49
0.52,Very Good,I,63.1,58,1577,5.13,5.1,3.23
0.31,Ideal,G,61.7,57,544,4.33,4.36,2.68
0.3,Ideal,G,61.8,55,813,4.33,4.35,2.68
0.4,Good,F,63.1,59,877,4.64,4.68,2.94
1.01,Premium,H,62.3,62,4769,6.39,6.35,3.97
0.7,Very Good,F,61.3,54,2928,5.72,5.76,3.52
0.56,Very Good,G,61.1,56,1408,5.32,5.34,3.26
2.25,Fair,G,64.9,58,7069,8.15,8.12,5.28
0.34,Premium,F,62.6,58,686,4.46,4.49,2.8
1.52,Good,E,64,55,15792,7.27,7.19,4.63
0.38,Premium,G,61.3,57,1064,4.68,4.62,2.85
1.01,Good,H,59.5,62,5197,6.49,6.55,3.88
1.7,Premium,D,63,59,11138,7.67,7.6,4.81
0.71,Ideal,G,61.6,55,3431,5.71,5.75,3.53
1.01,Ideal,G,61.6,57,6159,6.41,6.44,3.96
0.5,Very Good,G,63.3,53,1885,5.06,5.09,3.21
1.51,Ideal,H,62.7,56,12437,7.26,7.38,4.59
1.2,Ideal,I,62.5,55,6639,6.76,6.81,4.24
0.4,Good,E,63.5,57,687,4.7,4.72,2.99
0.55,Ideal,D,61,56,1645,5.28,5.31,3.23
0.9,Fair,D,57.5,66,3931,6.3,6.25,3.61
0.4,Premium,F,62.6,59,737,4.68,4.74,2.95
0.54,Ideal,E,62.1,56,1637,5.24,5.19,3.24
0.34,Ideal,H,61.8,54,880,4.49,4.47,2.77
0.63,Ideal,F,61.2,56,2182,5.56,5.51,3.39
0.41,Ideal,F,62.3,56,1115,4.73,4.77,2.96
1,Very Good,D,61.2,61,6190,6.35,6.39,3.9
0.42,Very Good,E,62.8,57.8,1247,4.8,4.83,3.03
0.3,Premium,G,62.4,58,776,4.24,4.22,2.64
0.3,Premium,E,61.9,61,844,4.32,4.28,2.66
1.2,Very Good,H,62,58,5352,6.73,6.79,4.19
2.01,Premium,H,62.2,61,15673,8.08,8.04,5.01
1.71,Good,J,62.8,58,8831,7.48,7.55,4.72
0.66,Ideal,D,62.7,55,2079,5.56,5.61,3.5
0.31,Very Good,F,61,57.5,679,4.37,4.39,2.67
1.25,Ideal,J,62.6,54,5067,6.94,6.9,4.33
0.41,Ideal,F,62.7,57,1107,4.78,4.73,2.98
0.9,Ideal,E,60.1,56,4034,6.3,6.35,3.8
1.03,Ideal,H,61.6,54,4611,6.51,6.55,4.02
1.15,Ideal,I,61.3,56,5930,6.74,6.76,4.14
0.74,Premium,D,58,59,3294,6,5.93,3.46
1.05,Ideal,D,60.2,57,4932,6.58,6.65,3.98
0.57,Ideal,F,61.1,55,3057,5.36,5.44,3.3
0.68,Premium,E,62,59,2224,5.67,5.65,3.51
0.34,Ideal,H,61.7,56,863,4.5,4.51,2.78
0.32,Ideal,E,61.8,55,921,4.4,4.43,2.73
0.51,Ideal,E,62.5,57,2301,5.06,5.12,3.18
0.31,Ideal,G,61.4,55,891,4.36,4.4,2.69
0.41,Premium,J,61.9,59,611,4.69,4.74,2.92
0.9,Very Good,G,63.8,57,3752,6.04,6.13,3.88
0.38,Ideal,G,62.2,56,766,4.62,4.64,2.88
0.4,Ideal,E,61.2,57,945,4.74,4.7,2.89
0.73,Ideal,I,61.7,55,2733,5.78,5.82,3.58
0.52,Ideal,G,62,55,1577,5.19,5.13,3.2
0.5,Fair,E,56.1,64,1950,5.31,5.28,2.97
0.58,Good,F,62.2,62,2084,5.37,5.44,3.36
0.56,Ideal,G,60.7,55,1662,5.32,5.35,3.24
0.33,Premium,D,60.7,58,781,4.46,4.5,2.72
1.17,Ideal,G,61.7,57,10342,6.84,6.9,4.13
1.11,Premium,E,62.2,58,7619,6.61,6.64,4.12
0.63,Ideal,E,61.1,58,3181,5.49,5.54,3.37
1,Premium,G,59.7,59,7164,6.57,6.5,3.9
0.4,Very Good,E,62.2,56,912,4.72,4.74,2.94
1.02,Good,D,63.8,59,3909,6.43,6.33,4.07
1.08,Premium,D,61.2,60,7824,6.63,6.61,4.05
0.59,Ideal,G,61.5,57,2166,5.4,5.46,3.34
0.23,Very Good,F,61.8,57,583,3.94,3.96,2.44
0.31,Ideal,H,62.4,55,544,4.33,4.36,2.71
0.3,Premium,D,61,61,574,4.31,4.25,2.61
1.09,Premium,E,61.4,58,5127,6.67,6.63,4.08
0.91,Premium,E,61.6,60,3743,6.14,6.1,3.77
0.62,Premium,G,59.2,59,2399,5.58,5.56,3.3
0.23,Very Good,F,61.2,55,505,3.97,4.01,2.44
0.25,Very Good,H,63.3,54,467,3.98,4.02,2.52
0.35,Ideal,E,62.3,56,829,4.5,4.52,2.81
0.55,Ideal,J,60.4,58,1133,5.29,5.34,3.21
0.33,Premium,D,60.4,60,780,4.46,4.41,2.68
0.59,Premium,D,62.6,58,2538,5.4,5.34,3.36
1.52,Ideal,G,60.3,57,11028,7.58,7.48,4.54
1.5,Very Good,D,59.8,63,9959,7.44,7.38,4.43
0.4,Ideal,H,62.6,52,705,4.73,4.76,2.97
2.47,Premium,I,62.5,56,14970,8.65,8.6,5.39
0.71,Premium,H,62.4,62,2207,5.67,5.64,3.53
1.01,Ideal,F,61.3,57,7602,6.47,6.44,3.96
0.9,Good,F,62.4,58,4370,6.08,6.1,3.8
1.01,Premium,F,62.5,58,7882,6.41,6.35,3.99
1.51,Ideal,E,62.7,57,14482,7.31,7.26,4.57
1.06,Premium,G,59.6,58,8003,6.61,6.65,3.95
0.71,Very Good,F,63.4,57,2266,5.7,5.63,3.59
2.01,Very Good,D,58.3,63,12639,8.28,8.25,4.82
1.5,Premium,E,60.7,55,10080,7.44,7.39,4.5
1.23,Ideal,H,61,56,6439,6.96,6.92,4.23
0.32,Fair,F,64.4,54,638,4.36,4.33,2.8
1.52,Good,G,64,58,13903,7.22,7.18,4.61
0.37,Ideal,E,62.3,56,811,4.56,4.59,2.85
1.52,Premium,H,60.6,61,9704,7.46,7.42,4.51
0.46,Ideal,F,62.1,54.7,851,4.95,4.98,3.08
0.5,Premium,E,60.1,61,1420,5.2,5.15,3.11
0.9,Good,J,64.3,63,2832,6.05,6.01,3.88
0.37,Very Good,E,63.5,59,784,4.55,4.59,2.9
0.34,Very Good,H,61,55,632,4.52,4.55,2.76
1.02,Ideal,I,61.3,57,4685,6.47,6.49,3.97
1.5,Good,G,58.4,65,7434,7.45,7.41,4.34
1.12,Premium,J,60.7,61,3266,6.71,6.64,4.05
0.74,Ideal,F,62,54,3694,5.85,5.81,3.62
0.3,Ideal,H,62.2,54,764,4.34,4.37,2.71
0.7,Fair,F,65.1,52,2394,5.64,5.57,3.65
0.38,Ideal,F,62.7,56,1104,4.64,4.61,2.9
0.71,Ideal,G,62.3,56,2317,5.73,5.7,3.56
0.3,Premium,D,61.6,58,552,4.29,4.32,2.65
0.32,Very Good,H,62.9,57,645,4.36,4.39,2.75
1.21,Very Good,G,59.5,58,7906,6.96,7.03,4.16
0.96,Ideal,F,61.2,56,5666,6.38,6.34,3.89
1.21,Premium,H,62.2,58,8446,6.83,6.8,4.24
2.01,Good,H,57.8,60,18561,8.29,8.35,4.81
0.32,Premium,G,62,55,936,4.42,4.39,2.73
2.01,Good,I,63.6,57,16149,7.95,7.87,5.03
0.74,Premium,F,59.6,58,2328,5.91,5.87,3.51
1.07,Premium,D,60.2,55,6112,6.68,6.64,4.01
0.39,Ideal,F,62.3,57,958,4.65,4.69,2.91
0.41,Premium,I,60.6,59,600,4.84,4.8,2.92
1.01,Ideal,G,62.2,54,8252,6.48,6.41,4.01
1.5,Premium,E,59.4,62,12587,7.48,7.4,4.42
1.03,Very Good,H,60.4,60,5050,6.41,6.53,3.91
0.7,Ideal,F,60.8,56,2942,5.78,5.79,3.52
0.32,Premium,J,63,58,480,4.35,4.32,2.73
1.02,Premium,G,62.6,59,5978,6.39,6.43,4.01
0.3,Ideal,E,61.6,58,766,4.28,4.33,2.65
0.3,Ideal,D,61.5,55,1041,4.34,4.38,2.68
0.6,Premium,E,62.7,58,1819,5.34,5.37,3.36
0.6,Premium,E,61,61,1875,5.46,5.39,3.31
1.04,Very Good,H,61.2,55,6141,6.54,6.56,4.01
0.34,Ideal,E,60.7,56,765,4.55,4.51,2.75
1.24,Very Good,H,62.4,58,6625,6.93,6.82,4.29
1.11,Ideal,J,62.1,56,4259,6.64,6.67,4.13
0.31,Ideal,E,61.6,56,872,4.38,4.32,2.68
1.16,Ideal,I,60.8,56,5587,6.85,6.81,4.15
1,Premium,F,60.5,59,6640,6.57,6.39,3.92
1.15,Very Good,F,63.1,63,4915,6.67,6.57,4.18
0.39,Ideal,F,61.6,55,988,4.71,4.74,2.91
0.94,Very Good,D,62,57,3634,6.28,6.34,3.91
0.74,Premium,E,62.8,59,3357,5.76,5.68,3.59
0.32,Ideal,H,61.3,56,905,4.42,4.45,2.72
0.5,Very Good,E,60.2,60,1561,5.13,5.17,3.1
0.35,Ideal,D,60.8,57,952,4.61,4.57,2.79
1.11,Ideal,G,61.5,58,7639,6.7,6.66,4.11
0.74,Very Good,D,62.2,59,3498,5.8,5.84,3.62
0.42,Ideal,G,62,57,1251,4.8,4.82,2.98
0.3,Very Good,G,61,62,895,4.32,4.34,2.64
0.51,Ideal,F,61.7,55,1728,5.13,5.17,3.18
1.2,Very Good,D,62.9,59,6602,6.7,6.75,4.23
1,Very Good,D,63.3,59,16073,6.37,6.33,4.02
1.25,Ideal,G,60.2,54,11511,6.99,7.03,4.22
1.51,Ideal,F,62.4,56,11950,7.34,7.4,4.6
0.6,Ideal,I,62.1,55,1390,5.39,5.42,3.35
1.22,Premium,I,62.7,58,5602,6.83,6.8,4.27
0.7,Fair,D,67.8,58,1770,5.51,5.44,3.71
0.31,Ideal,F,62.2,54,914,4.37,4.41,2.73
0.41,Very Good,H,62.6,59,683,4.72,4.77,2.97
1.03,Ideal,F,62.3,56,4268,6.51,6.43,4.03
0.55,Very Good,D,60.7,58,1692,5.24,5.3,3.2
1.34,Ideal,J,62.5,57,5273,7,7.08,4.4
0.51,Premium,F,62.3,58,1953,5.08,5.1,3.17
2.01,Premium,J,62,59,12403,8.04,8.1,5
0.72,Premium,G,61.7,59,2685,5.71,5.66,3.51
1.01,Premium,E,59.1,60,4412,6.57,6.55,3.88
1.02,Premium,I,62.7,55,4284,6.48,6.41,4.04
1.53,Premium,F,62.7,60,9424,7.28,7.34,4.58
0.31,Very Good,D,61.8,57,734,4.36,4.41,2.71
0.7,Ideal,E,60.5,56,2375,5.8,5.77,3.5
1.68,Ideal,H,61.3,56,13427,7.77,7.67,4.73
0.41,Ideal,F,61.4,57,753,4.76,4.79,2.93
1.21,Ideal,I,60.6,56,5091,6.92,6.94,4.2
0.55,Very Good,D,61.3,57,2585,5.26,5.28,3.23
1.14,Premium,G,62.3,59,5548,6.66,6.69,4.16
1.07,Premium,D,62.4,57,7550,6.59,6.51,4.09
0.41,Fair,I,65.3,58,735,4.62,4.66,3.03
0.52,Very Good,G,61.1,58,2113,5.19,5.22,3.18
0.41,Ideal,F,62,56,1076,4.81,4.77,2.97
1.32,Very Good,I,61.2,58,6300,7.12,7.06,4.34
2.1,Premium,J,61.3,59,14359,8.27,8.21,5.05
1.12,Premium,H,62.4,58,4250,6.63,6.58,4.12
0.33,Good,F,59.5,61,643,4.49,4.54,2.68
0.38,Ideal,F,62.3,54.1,1101,4.63,4.66,2.9
1.51,Very Good,H,63.1,56,9332,7.33,7.28,4.61
0.7,Good,D,63.9,58,3033,5.62,5.58,3.58
1.23,Ideal,J,63.2,58,5083,6.82,6.74,4.29
0.3,Good,H,63.6,55,776,4.28,4.24,2.71
0.5,Ideal,E,61.9,56,1716,5.09,5.12,3.16
0.32,Ideal,G,61.4,55,720,4.46,4.4,2.72
1.3,Ideal,G,60.9,57,11853,7.04,7.11,4.31
1.53,Very Good,E,60.8,60,12386,7.43,7.51,4.54
0.31,Ideal,G,61.3,56,687,4.37,4.41,2.69
1.1,Ideal,F,61.2,56,9817,6.68,6.65,4.08
0.5,Premium,E,60.5,60,1699,5.13,5.09,3.09
1.13,Premium,H,60.7,54,4873,6.82,6.72,4.11
0.7,Good,H,63.9,59,2330,5.6,5.64,3.59
